iter	Logloss
157	0.387432598
158	0.3869779055
159	0.3864318373
160	0.3860111179
161	0.3858667598
162	0.3855838456
163	0.3852091055
164	0.3849068117
165	0.3845480066
166	0.3840694865
167	0.3836657816
168	0.3832015974
169	0.3828907871
170	0.3824945209
171	0.3821969719
172	0.3817721149
173	0.3815406555
174	0.3812245953
175	0.3807882534
176	0.3805454262
177	0.3801861884
178	0.3798823354
179	0.3797896094
180	0.3797089952
181	0.3793409143
182	0.3791197586
183	0.3788804166
184	0.3785985968
185	0.3781166222
186	0.3778982247
187	0.3777366465
188	0.3775655317
189	0.3774064472
190	0.3771045542
191	0.3768044708
192	0.3765162782
193	0.3762156826
194	0.3758544632
195	0.3755985349
196	0.3753160417
197	0.375189748
198	0.3748644805
199	0.3747633398
200	0.3744613225
201	0.374173909
202	0.374123463
203	0.3738972665
204	0.3735615237
205	0.3732826885
206	0.3729179212
207	0.3724699764
208	0.3721017451
209	0.3720032576
210	0.371779242
211	0.3714386571
212	0.3712146369
213	0.3710114407
214	0.3708670663
215	0.3705614437
216	0.3703259338
217	0.3701122456
218	0.3697703193
219	0.3696497747
220	0.3693818341
221	0.369172092
222	0.3689836253
223	0.3687899026
224	0.3685677787
225	0.3683349311
226	0.3681854676
227	0.3679561872
228	0.3676688475
229	0.3674766894
230	0.3671691162
231	0.3668510801
232	0.3667082519
233	0.3666210602
234	0.3664181731
235	0.366195688
236	0.3659919546
237	0.3657257222
238	0.3656195521
239	0.3654257735
240	0.3652767007
241	0.3650548507
242	0.3649144569
243	0.3648365911
244	0.3644221417
245	0.3640870171
246	0.3639001802
247	0.3635876821
248	0.3634688586
249	0.3631204182
250	0.3630500896
251	0.3628274013
252	0.3626571728
253	0.3624797641
254	0.3623304989
255	0.362033348
256	0.3617780495
257	0.3616733706
258	0.3615268034
259	0.3614973743
260	0.3613894537
261	0.3613131261
262	0.3610630137
263	0.3607993696
264	0.360527556
265	0.3601679035
266	0.3600055329
267	0.3598188243
268	0.3597999815
269	0.359507931
270	0.3593471133
271	0.3591423278
272	0.3589899486
273	0.3588620994
274	0.3587527315
275	0.358638088
276	0.3584862765
277	0.3583339895
278	0.3581376209
279	0.3580498136
280	0.3577401008
281	0.3575787881
282	0.3573738665
283	0.3573002763
284	0.3572825445
285	0.3570485019
286	0.3568732535
287	0.3568022886
288	0.3566413672
289	0.3562762548
290	0.3561644251
291	0.3560592984
292	0.3559314575
293	0.3558410652
294	0.3556110402
295	0.3554021961
296	0.3552622797
297	0.355088569
298	0.3549749316
299	0.3548293378
300	0.3546296513
301	0.3542365278
302	0.3541606799
303	0.3539923436
304	0.3538669716
305	0.3534015889
306	0.3530921894
307	0.3528990812
308	0.352597216
309	0.3523072545
310	0.3521613201
311	0.3520133844
312	0.3518139818
313	0.3516460749
314	0.3514341556
315	0.351319233
316	0.3509768216
317	0.3507914304
318	0.3505538046
319	0.3504735839
320	0.3503326601
321	0.3502150264
322	0.3499842964
323	0.3497762592
324	0.349573972
325	0.3494737638
326	0.3493811858
327	0.3492961191
328	0.3492587003
329	0.3488655936
330	0.3487661673
331	0.3486874258
332	0.3483985542
333	0.3481867745
334	0.3481258108
335	0.3480203177
336	0.347776377
337	0.3475706243
338	0.34747663
339	0.3473924224
340	0.34730972
341	0.3471897975
342	0.3471098111
343	0.3470242888
344	0.3468330579
345	0.3465802376
346	0.3465107938
347	0.3464960951
348	0.3461563886
349	0.3460236776
350	0.3458044547
351	0.3456097459
352	0.3455833406
353	0.3453681728
354	0.3452378799
355	0.3450849485
356	0.3449515961
357	0.3446610925
358	0.3444611857
359	0.3442557534
360	0.3440773161
361	0.3439390164
362	0.3438633533
363	0.343741659
364	0.343668424
365	0.3435526377
366	0.3433842623
367	0.3430960693
368	0.3430027826
369	0.3428315942
370	0.3427360365
371	0.3426498393
372	0.3425450624
373	0.3424230332
374	0.3423438371
375	0.3421747037
376	0.3420297423
377	0.3419118989
378	0.3417922072
379	0.3415219735
380	0.3414270455
381	0.341291312
382	0.341133989
383	0.3410904198
384	0.3410094505
385	0.3408480458
386	0.3407022093
387	0.3406630025
388	0.3405402784
389	0.3404987563
390	0.3403476585
391	0.340271014
392	0.3401080991
393	0.3398298285
394	0.3396594292
395	0.339586235
396	0.3395390244
397	0.3394009849
398	0.3393066872
399	0.3391061176
400	0.3390307552
401	0.338994682
402	0.3388344506
403	0.3386619195
404	0.3385667646
405	0.338358683
406	0.3382371112
407	0.338048396
408	0.3380198109
409	0.3379448123
410	0.3378594154
411	0.3377816199
412	0.3377229576
413	0.3375697684
414	0.3372975175
415	0.3372291191
416	0.3369664404
417	0.3368572677
418	0.3368425376
419	0.3367117248
420	0.3366603204
421	0.3365180947
422	0.3364521271
423	0.3362917505
424	0.3362071025
425	0.3360025692
426	0.3358542304
427	0.3356543719
428	0.3353503251
429	0.3352053646
430	0.3350333236
431	0.3350093993
432	0.3348345127
433	0.334662213
434	0.3345469913
435	0.3344031327
436	0.3343397863
437	0.3342667234
438	0.3340720217
439	0.3339498886
440	0.3338151561
441	0.3335938909
442	0.3334961646
443	0.3334227544
444	0.3333053569
445	0.333227719
446	0.3331358043
447	0.3329427316
448	0.3328637586
449	0.3326502009
450	0.3325749974
451	0.3325214074
452	0.3324565693
453	0.3323285569
454	0.3322070631
455	0.3320521149
456	0.3318926344
457	0.3317538173
458	0.331644621
459	0.3314895106
460	0.3313634008
461	0.3311499304
462	0.3310244333
463	0.3308925613
464	0.330803729
465	0.3307188724
466	0.330652131
467	0.3304842991
468	0.3304716496
469	0.3304284327
470	0.3303222646
471	0.330214704
472	0.3300508637
473	0.3299672105
474	0.3298764194
475	0.329687658
476	0.3296571032
477	0.3296117298
478	0.3295029572
479	0.3294515847
480	0.3292173649
481	0.3290692056
482	0.3289521855
483	0.3288874661
484	0.3287973486
485	0.3287319214
486	0.3286063911
487	0.3284769417
488	0.3284253029
489	0.3283160664
490	0.3282300796
491	0.3279805058
492	0.3278700347
493	0.3277491419
494	0.3276847802
495	0.3276784731
496	0.3274956884
497	0.3273696997
498	0.3272760129
499	0.3271467839
500	0.3270598202
501	0.3268853336
502	0.3267776246
503	0.3266347028
504	0.3265340883
505	0.3264901393
506	0.3264358841
507	0.3262656861
508	0.3261809563
509	0.3261209163
510	0.3260054303
511	0.325942655
512	0.3257856331
513	0.3256739341
514	0.3254202592
515	0.3253007882
516	0.3251299488
517	0.3249553743
518	0.324858729
519	0.324720335
520	0.3245351683
521	0.3244835177
522	0.3244048983
523	0.3241543969
524	0.3241050444
525	0.3240544155
526	0.3239409355
527	0.3239350056
528	0.3238788204
529	0.3238254263
530	0.3236672543
531	0.3234783025
532	0.3233982563
533	0.3233107673
534	0.3231418662
535	0.3230241852
536	0.3229601025
537	0.3229206684
538	0.3228205844
539	0.3227364168
540	0.3227021553
541	0.3226118664
542	0.3225126081
543	0.3223715323
544	0.3222938949
545	0.3222385088
546	0.3220990946
547	0.3219577946
548	0.3217334785
549	0.3216687848
550	0.3216583697
551	0.3215826464
552	0.3214441977
553	0.321399707
554	0.3213417535
555	0.321241061
556	0.3211007478
557	0.3209880828
558	0.3208372656
559	0.3207372485
560	0.3206477188
561	0.3204686331
562	0.3203559164
563	0.3202391847
564	0.3200885751
565	0.3200305027
566	0.3199685563
567	0.3197845423
568	0.3196720562
569	0.3196424056
570	0.3194951095
571	0.3193621912
572	0.3193368583
573	0.3192273717
574	0.3191738848
575	0.3190671255
576	0.3189337701
577	0.3189014525
578	0.3188384075
579	0.3187795772
580	0.3187160212
581	0.3186479092
582	0.3185501302
583	0.3184236303
584	0.3182622434
585	0.318209763
586	0.3180937798
587	0.3180279557
588	0.3178984669
589	0.3178339219
590	0.3177667484
591	0.3176685484
592	0.3175886664
593	0.3174728723
594	0.3173670266
595	0.3173111089
596	0.3172274427
597	0.3171922027
598	0.3170933697
599	0.3170215087
600	0.3169194106
601	0.3167223592
602	0.3166310144
603	0.3165836571
604	0.316548015
605	0.3163969644
606	0.3163005495
607	0.3162205668
608	0.3160759672
609	0.3159993634
610	0.3159340657
611	0.3158046351
612	0.315406199
613	0.315285991
614	0.3151775605
615	0.3151382444
616	0.3150572673
617	0.3149387077
618	0.3148790386
619	0.3147606544
620	0.314698583
621	0.314585618
622	0.3145073887
623	0.3144026238
624	0.3143609403
625	0.3142530998
626	0.3140847412
627	0.3140241241
628	0.3140038521
629	0.3139235792
630	0.3137969692
631	0.3136516913
632	0.3134420906
633	0.3134043753
634	0.313162601
635	0.3129518516
636	0.3128495335
637	0.3126582392
638	0.3125629779
639	0.312454955
640	0.312273885
641	0.312191559
642	0.312067934
643	0.3120534298
644	0.3119763692
645	0.3119051855
646	0.3117732163
647	0.3116858604
648	0.3115155507
649	0.3112253104
650	0.3110669312
651	0.3109725503
652	0.3108225981
653	0.3107646365
654	0.3106346238
655	0.3104488141
656	0.3103786842
657	0.3102982145
658	0.3101153422
659	0.309889202
660	0.3098332548
661	0.3097847387
662	0.3097772834
663	0.3097185342
664	0.3096656691
665	0.3095743104
666	0.3092818966
667	0.3090341132
668	0.3088964311
669	0.3088281514
670	0.3087380933
671	0.3086461851
672	0.3085599928
673	0.3084752104
674	0.3084014257
675	0.3083262177
676	0.3082383019
677	0.308106802
678	0.307947119
679	0.3078905211
680	0.3077510467
681	0.3076466965
682	0.3075054515
683	0.3074372391
684	0.3073419024
685	0.3072350492
686	0.307131729
687	0.3070835133
688	0.3069883747
689	0.3068836754
690	0.3068757881
691	0.3068305758
692	0.3067338277
693	0.3066364295
694	0.3063776535
695	0.3062746583
696	0.3061341244
697	0.3059625532
698	0.3059228944
699	0.3057881394
700	0.3056391494
701	0.3055990744
702	0.3054927775
703	0.3054192053
704	0.3053784704
705	0.3052822315
706	0.3051935978
707	0.305082117
708	0.3049548822
709	0.3047836667
710	0.3046750762
711	0.3044701846
712	0.3043192326
713	0.3042657888
714	0.3041687985
715	0.3040820347
716	0.3039897435
717	0.3039015345
718	0.3038648823
719	0.3036542039
720	0.3035633157
721	0.3033434648
722	0.3033261238
723	0.3032560754
724	0.3031450329
725	0.3030392663
726	0.3029872139
727	0.3029014272
728	0.3028388079
729	0.3027795211
730	0.3026891497
731	0.302536351
732	0.3024563698
733	0.3023066874
734	0.3022264593
735	0.302159588
736	0.301936308
737	0.3018874621
738	0.301791263
739	0.301552292
740	0.3014678457
741	0.3012048752
742	0.3011452786
743	0.3010775644
744	0.3010095821
745	0.3008863741
746	0.3008160481
747	0.3007108262
748	0.3006447564
749	0.3005943198
750	0.3005306622
751	0.3005069294
752	0.3003383025
753	0.3002336305
754	0.3001701715
755	0.3001012308
756	0.3000358406
757	0.2999900157
758	0.2998601523
759	0.2997857145
760	0.2996651748
761	0.2995743056
762	0.2994606122
763	0.2993708313
764	0.2992594975
765	0.2991247016
766	0.2990512215
767	0.2989072451
768	0.298784981
769	0.2987313365
770	0.2986689091
771	0.2985866231
772	0.2983060346
773	0.2981800754
774	0.2981392422
775	0.2980532981
776	0.2979467823
777	0.297908523
778	0.2978585527
779	0.2977192005
780	0.2976912685
781	0.2976160875
782	0.29754813
783	0.2972419076
784	0.2970633612
785	0.2969778196
786	0.2968728527
787	0.2968181696
788	0.2966680806
789	0.296554724
790	0.2964646122
791	0.2962889422
792	0.2962233517
793	0.2960832192
794	0.295932972
795	0.2958119486
796	0.2956770862
797	0.2956264143
798	0.2956209416
799	0.2955564744
800	0.2954896045
801	0.2954370452
802	0.2953386101
803	0.2952512421
804	0.2951941425
805	0.2950946629
806	0.2950441521
807	0.2948681652
808	0.2948007144
809	0.2945687618
810	0.2943970058
811	0.294323948
812	0.294149701
813	0.2940966293
814	0.2940401995
815	0.2939581494
816	0.2938973254
817	0.2938481358
818	0.2937193487
819	0.2936009938
820	0.29354488
821	0.2934988695
822	0.2934616125
823	0.2933510588
824	0.2931448307
825	0.2930503748
826	0.2930264486
827	0.2929592948
828	0.2929106302
829	0.2928358219
830	0.2927974453
831	0.292688128
832	0.2925778541
833	0.2925141131
834	0.2924051343
835	0.2923033506
836	0.2921313033
837	0.2920156872
838	0.2918372015
839	0.2917611995
840	0.2917225225
841	0.2914885942
842	0.291294693
843	0.2911934224
844	0.2910912762
845	0.2909951919
846	0.2908208953
847	0.2907654068
848	0.2906927468
849	0.2905922494
850	0.2905260825
851	0.2904017534
852	0.2903568544
853	0.2902360483
854	0.2900849278
855	0.2899752949
856	0.2898791393
857	0.2897722695
858	0.2897104539
859	0.2894992681
860	0.2894454166
861	0.2892988035
862	0.2892494886
863	0.2891878927
864	0.2891311428
865	0.289039016
866	0.2889539439
867	0.2889203728
868	0.2888161739
869	0.2885877204
870	0.2885109769
871	0.2884424138
872	0.2882929742
873	0.2882458292
874	0.2881221529
875	0.2880718074
876	0.2879169843
877	0.2878232529
878	0.2877829081
879	0.2877335779
880	0.2875113626
881	0.2874769335
882	0.2873657061
883	0.2873494687
884	0.2873056007
885	0.2871805927
886	0.2870854461
887	0.2870578762
888	0.2869834774
889	0.2869299922
890	0.2868208344
891	0.2867323583
892	0.2864236543
893	0.2863565977
894	0.2862114635
895	0.2861175569
896	0.2859820445
897	0.2858948245
898	0.2857232125
899	0.2856722177
900	0.2855055897
901	0.2854575809
902	0.2853764529
903	0.2853048364
904	0.2852488121
905	0.2850498367
906	0.2848623095
907	0.2847501787
908	0.2847029136
909	0.2845140621
910	0.2843703121
911	0.2843163107
912	0.2842810846
913	0.2840818851
914	0.2840303304
915	0.2839881859
916	0.283931127
917	0.2838405917
918	0.2835984712
919	0.2835017655
920	0.2832578018
921	0.2831608886
922	0.2831224697
923	0.2830324573
924	0.2829747421
925	0.2829195842
926	0.2828273443
927	0.2828185117
928	0.2827633681
929	0.2825606468
930	0.2824309381
931	0.2823292605
932	0.2822533011
933	0.2821753639
934	0.2820230104
935	0.2818400455
936	0.2817852247
937	0.2817186669
938	0.2815434905
939	0.2814859391
940	0.2813580738
941	0.2813051937
942	0.2812337227
943	0.2811570932
944	0.2811019922
945	0.281020501
946	0.2809639245
947	0.2808936927
948	0.280802939
949	0.2807676672
950	0.2807167266
951	0.2806954036
952	0.2806587651
953	0.280612186
954	0.2804750432
955	0.2804391211
956	0.2803631809
957	0.2803099554
958	0.2802197598
959	0.2800959116
960	0.2800200747
961	0.279967163
962	0.2799241733
963	0.2797803652
964	0.2797330089
965	0.2796531022
966	0.2795557018
967	0.2795504702
968	0.2793689651
969	0.2792350627
970	0.2791281609
971	0.2790311034
972	0.2789368265
973	0.2788548492
974	0.278807981
975	0.2787426975
976	0.2786635474
977	0.2786164759
978	0.2785485009
979	0.2784572333
980	0.2783320649
981	0.2782601167
982	0.2781295037
983	0.2780613246
984	0.2780147566
985	0.277898827
986	0.2776517634
987	0.2775559726
988	0.2775158699
989	0.2774589845
990	0.277378848
991	0.2771325139
992	0.2770860777
993	0.2770032619
994	0.2769532568
995	0.2767393977
996	0.2766835189
997	0.2765247912
998	0.2764431256
999	0.2764089531
